Age_Range,Ethnicity,F,M,MSOA,Year
10-14,IND,,1.0,E02000870,2016
15-19,IND,,1.0,E02000870,2016
20-24,IND,1.0,1.0,E02000870,2016
25-29,IND,7.0,4.0,E02000870,2016
30-34,IND,6.0,10.0,E02000870,2016
35-39,IND,10.0,9.0,E02000870,2016
40-44,IND,3.0,4.0,E02000870,2016
45-49,IND,3.0,3.0,E02000870,2016
5-9,IND,1.0,1.0,E02000870,2016
50-54,IND,2.0,2.0,E02000870,2016
55-59,IND,1.0,1.0,E02000870,2016
60-64,IND,3.0,,E02000870,2016
70-74,IND,,1.0,E02000870,2016
75-79,IND,1.0,,E02000870,2016
0-4,MIX,16.0,12.0,E02000870,2016
10-14,MIX,8.0,17.0,E02000870,2016
15-19,MIX,13.0,7.0,E02000870,2016
20-24,MIX,5.0,12.0,E02000870,2016
25-29,MIX,18.0,13.0,E02000870,2016
30-34,MIX,26.0,40.0,E02000870,2016
35-39,MIX,19.0,16.0,E02000870,2016
40-44,MIX,6.0,9.0,E02000870,2016
45-49,MIX,3.0,8.0,E02000870,2016
5-9,MIX,12.0,22.0,E02000870,2016
50-54,MIX,6.0,3.0,E02000870,2016
55-59,MIX,2.0,4.0,E02000870,2016
60-64,MIX,2.0,1.0,E02000870,2016
65-69,MIX,,4.0,E02000870,2016
70-74,MIX,1.0,,E02000870,2016
0-4,OAS,7.0,4.0,E02000870,2016
10-14,OAS,4.0,3.0,E02000870,2016
15-19,OAS,2.0,2.0,E02000870,2016
20-24,OAS,2.0,2.0,E02000870,2016
25-29,OAS,7.0,4.0,E02000870,2016
30-34,OAS,8.0,11.0,E02000870,2016
35-39,OAS,12.0,4.0,E02000870,2016
40-44,OAS,7.0,2.0,E02000870,2016
45-49,OAS,6.0,2.0,E02000870,2016
5-9,OAS,2.0,7.0,E02000870,2016
50-54,OAS,4.0,1.0,E02000870,2016
55-59,OAS,4.0,3.0,E02000870,2016
65-69,OAS,2.0,1.0,E02000870,2016
70-74,OAS,,1.0,E02000870,2016
0-4,OBL,1.0,2.0,E02000870,2016
10-14,OBL,9.0,5.0,E02000870,2016
15-19,OBL,6.0,2.0,E02000870,2016
20-24,OBL,5.0,2.0,E02000870,2016
25-29,OBL,2.0,2.0,E02000870,2016
30-34,OBL,3.0,1.0,E02000870,2016
35-39,OBL,5.0,4.0,E02000870,2016
40-44,OBL,4.0,4.0,E02000870,2016
45-49,OBL,6.0,1.0,E02000870,2016
5-9,OBL,4.0,9.0,E02000870,2016
50-54,OBL,2.0,1.0,E02000870,2016
55-59,OBL,1.0,1.0,E02000870,2016
60-64,OBL,2.0,,E02000870,2016
70-74,OBL,1.0,3.0,E02000870,2016
85+,OBL,1.0,,E02000870,2016
0-4,OTH,7.0,5.0,E02000870,2016
10-14,OTH,7.0,4.0,E02000870,2016
15-19,OTH,3.0,6.0,E02000870,2016
20-24,OTH,8.0,2.0,E02000870,2016
25-29,OTH,10.0,33.0,E02000870,2016
30-34,OTH,18.0,15.0,E02000870,2016
35-39,OTH,11.0,6.0,E02000870,2016
40-44,OTH,3.0,3.0,E02000870,2016
45-49,OTH,8.0,4.0,E02000870,2016
5-9,OTH,4.0,5.0,E02000870,2016
50-54,OTH,5.0,8.0,E02000870,2016
55-59,OTH,3.0,1.0,E02000870,2016
60-64,OTH,3.0,5.0,E02000870,2016
70-74,OTH,1.0,,E02000870,2016
0-4,PAK,2.0,3.0,E02000870,2016
10-14,PAK,,3.0,E02000870,2016
15-19,PAK,2.0,,E02000870,2016
20-24,PAK,2.0,2.0,E02000870,2016
25-29,PAK,8.0,2.0,E02000870,2016
30-34,PAK,6.0,,E02000870,2016
35-39,PAK,2.0,4.0,E02000870,2016
40-44,PAK,,1.0,E02000870,2016
45-49,PAK,,2.0,E02000870,2016
5-9,PAK,,2.0,E02000870,2016
50-54,PAK,,1.0,E02000870,2016
55-59,PAK,,1.0,E02000870,2016
0-4,WBI,110.0,109.0,E02000870,2016
10-14,WBI,36.0,33.0,E02000870,2016
15-19,WBI,43.0,40.0,E02000870,2016
20-24,WBI,63.0,45.0,E02000870,2016
25-29,WBI,173.0,153.0,E02000870,2016
30-34,WBI,230.0,225.0,E02000870,2016
35-39,WBI,98.0,140.0,E02000870,2016
40-44,WBI,90.0,97.0,E02000870,2016
45-49,WBI,88.0,93.0,E02000870,2016
5-9,WBI,39.0,50.0,E02000870,2016
50-54,WBI,84.0,107.0,E02000870,2016
55-59,WBI,91.0,71.0,E02000870,2016
60-64,WBI,67.0,67.0,E02000870,2016
65-69,WBI,61.0,69.0,E02000870,2016
70-74,WBI,34.0,40.0,E02000870,2016
75-79,WBI,45.0,41.0,E02000870,2016
80-84,WBI,40.0,20.0,E02000870,2016
85+,WBI,69.0,37.0,E02000870,2016
0-4,WHO,57.0,51.0,E02000870,2016
10-14,WHO,3.0,4.0,E02000870,2016
15-19,WHO,3.0,5.0,E02000870,2016
20-24,WHO,7.0,8.0,E02000870,2016
25-29,WHO,58.0,36.0,E02000870,2016
30-34,WHO,112.0,87.0,E02000870,2016
35-39,WHO,73.0,77.0,E02000870,2016
40-44,WHO,45.0,45.0,E02000870,2016
45-49,WHO,21.0,32.0,E02000870,2016
5-9,WHO,2.0,9.0,E02000870,2016
50-54,WHO,9.0,14.0,E02000870,2016
55-59,WHO,11.0,4.0,E02000870,2016
60-64,WHO,4.0,4.0,E02000870,2016
65-69,WHO,6.0,1.0,E02000870,2016
70-74,WHO,1.0,3.0,E02000870,2016
75-79,WHO,2.0,1.0,E02000870,2016
80-84,WHO,2.0,1.0,E02000870,2016
85+,WHO,1.0,1.0,E02000870,2016
0-4,BAN,255.0,241.0,E02000871,2016
10-14,BAN,231.0,223.0,E02000871,2016
15-19,BAN,176.0,206.0,E02000871,2016
20-24,BAN,183.0,186.0,E02000871,2016
25-29,BAN,179.0,215.0,E02000871,2016
30-34,BAN,224.0,223.0,E02000871,2016
35-39,BAN,200.0,204.0,E02000871,2016
40-44,BAN,155.0,179.0,E02000871,2016
45-49,BAN,86.0,128.0,E02000871,2016
5-9,BAN,223.0,229.0,E02000871,2016
50-54,BAN,45.0,72.0,E02000871,2016
55-59,BAN,36.0,50.0,E02000871,2016
60-64,BAN,50.0,26.0,E02000871,2016
65-69,BAN,28.0,10.0,E02000871,2016
70-74,BAN,22.0,6.0,E02000871,2016
75-79,BAN,28.0,27.0,E02000871,2016
80-84,BAN,18.0,19.0,E02000871,2016
85+,BAN,6.0,11.0,E02000871,2016
0-4,BLA,33.0,34.0,E02000871,2016
10-14,BLA,16.0,18.0,E02000871,2016
15-19,BLA,24.0,22.0,E02000871,2016
20-24,BLA,14.0,18.0,E02000871,2016
25-29,BLA,31.0,18.0,E02000871,2016
30-34,BLA,34.0,22.0,E02000871,2016
35-39,BLA,21.0,25.0,E02000871,2016
40-44,BLA,28.0,14.0,E02000871,2016
45-49,BLA,19.0,25.0,E02000871,2016
5-9,BLA,37.0,30.0,E02000871,2016
50-54,BLA,18.0,11.0,E02000871,2016
55-59,BLA,8.0,7.0,E02000871,2016
60-64,BLA,7.0,9.0,E02000871,2016
65-69,BLA,3.0,5.0,E02000871,2016
70-74,BLA,10.0,2.0,E02000871,2016
75-79,BLA,1.0,5.0,E02000871,2016
80-84,BLA,1.0,,E02000871,2016
85+,BLA,2.0,,E02000871,2016
0-4,BLC,8.0,10.0,E02000871,2016
10-14,BLC,7.0,5.0,E02000871,2016
15-19,BLC,4.0,3.0,E02000871,2016
20-24,BLC,4.0,3.0,E02000871,2016
25-29,BLC,23.0,13.0,E02000871,2016
30-34,BLC,17.0,16.0,E02000871,2016
35-39,BLC,7.0,7.0,E02000871,2016
40-44,BLC,6.0,17.0,E02000871,2016
45-49,BLC,7.0,12.0,E02000871,2016
5-9,BLC,12.0,2.0,E02000871,2016
50-54,BLC,19.0,17.0,E02000871,2016
55-59,BLC,16.0,9.0,E02000871,2016
60-64,BLC,11.0,10.0,E02000871,2016
65-69,BLC,6.0,2.0,E02000871,2016
70-74,BLC,8.0,2.0,E02000871,2016
75-79,BLC,4.0,5.0,E02000871,2016
80-84,BLC,5.0,6.0,E02000871,2016
85+,BLC,3.0,1.0,E02000871,2016
0-4,CHI,5.0,13.0,E02000871,2016
10-14,CHI,1.0,2.0,E02000871,2016
15-19,CHI,2.0,2.0,E02000871,2016
20-24,CHI,7.0,3.0,E02000871,2016
25-29,CHI,13.0,27.0,E02000871,2016
30-34,CHI,22.0,26.0,E02000871,2016
35-39,CHI,14.0,12.0,E02000871,2016
40-44,CHI,9.0,6.0,E02000871,2016
45-49,CHI,13.0,2.0,E02000871,2016
5-9,CHI,6.0,3.0,E02000871,2016
50-54,CHI,2.0,5.0,E02000871,2016
55-59,CHI,6.0,6.0,E02000871,2016
60-64,CHI,2.0,3.0,E02000871,2016
65-69,CHI,1.0,1.0,E02000871,2016
70-74,CHI,,2.0,E02000871,2016
75-79,CHI,2.0,3.0,E02000871,2016
80-84,CHI,1.0,,E02000871,2016
0-4,IND,9.0,8.0,E02000871,2016
10-14,IND,4.0,3.0,E02000871,2016
15-19,IND,2.0,2.0,E02000871,2016
20-24,IND,3.0,2.0,E02000871,2016
25-29,IND,7.0,16.0,E02000871,2016
30-34,IND,20.0,25.0,E02000871,2016
35-39,IND,13.0,19.0,E02000871,2016
40-44,IND,8.0,5.0,E02000871,2016
45-49,IND,4.0,4.0,E02000871,2016
5-9,IND,1.0,9.0,E02000871,2016
50-54,IND,1.0,1.0,E02000871,2016
55-59,IND,1.0,2.0,E02000871,2016
60-64,IND,,1.0,E02000871,2016
65-69,IND,1.0,1.0,E02000871,2016
70-74,IND,1.0,,E02000871,2016
75-79,IND,,1.0,E02000871,2016
80-84,IND,,1.0,E02000871,2016
85+,IND,,1.0,E02000871,2016
0-4,MIX,12.0,11.0,E02000871,2016
10-14,MIX,24.0,15.0,E02000871,2016
15-19,MIX,19.0,17.0,E02000871,2016
20-24,MIX,13.0,11.0,E02000871,2016
25-29,MIX,32.0,11.0,E02000871,2016
30-34,MIX,19.0,10.0,E02000871,2016
35-39,MIX,9.0,15.0,E02000871,2016
40-44,MIX,2.0,13.0,E02000871,2016
45-49,MIX,7.0,4.0,E02000871,2016
5-9,MIX,32.0,48.0,E02000871,2016
50-54,MIX,2.0,15.0,E02000871,2016
55-59,MIX,4.0,1.0,E02000871,2016
60-64,MIX,3.0,4.0,E02000871,2016
65-69,MIX,4.0,,E02000871,2016
70-74,MIX,,1.0,E02000871,2016
75-79,MIX,1.0,2.0,E02000871,2016
80-84,MIX,1.0,1.0,E02000871,2016
85+,MIX,,1.0,E02000871,2016
0-4,OAS,7.0,6.0,E02000871,2016
10-14,OAS,5.0,6.0,E02000871,2016
15-19,OAS,1.0,3.0,E02000871,2016
20-24,OAS,2.0,5.0,E02000871,2016
25-29,OAS,4.0,14.0,E02000871,2016
30-34,OAS,8.0,11.0,E02000871,2016
35-39,OAS,16.0,12.0,E02000871,2016
40-44,OAS,16.0,15.0,E02000871,2016
45-49,OAS,9.0,2.0,E02000871,2016
5-9,OAS,3.0,6.0,E02000871,2016
50-54,OAS,3.0,2.0,E02000871,2016
55-59,OAS,2.0,1.0,E02000871,2016
60-64,OAS,3.0,1.0,E02000871,2016
65-69,OAS,3.0,2.0,E02000871,2016
70-74,OAS,3.0,,E02000871,2016
75-79,OAS,3.0,,E02000871,2016
0-4,OBL,3.0,4.0,E02000871,2016
10-14,OBL,14.0,15.0,E02000871,2016
15-19,OBL,9.0,10.0,E02000871,2016
20-24,OBL,7.0,11.0,E02000871,2016
25-29,OBL,9.0,14.0,E02000871,2016
30-34,OBL,11.0,6.0,E02000871,2016
35-39,OBL,7.0,16.0,E02000871,2016
40-44,OBL,3.0,4.0,E02000871,2016
45-49,OBL,6.0,12.0,E02000871,2016
5-9,OBL,12.0,22.0,E02000871,2016
50-54,OBL,5.0,7.0,E02000871,2016
55-59,OBL,4.0,6.0,E02000871,2016
60-64,OBL,1.0,,E02000871,2016
65-69,OBL,2.0,1.0,E02000871,2016
75-79,OBL,1.0,2.0,E02000871,2016
80-84,OBL,1.0,3.0,E02000871,2016
85+,OBL,3.0,1.0,E02000871,2016
0-4,OTH,8.0,10.0,E02000871,2016
10-14,OTH,6.0,11.0,E02000871,2016
15-19,OTH,7.0,4.0,E02000871,2016
20-24,OTH,3.0,9.0,E02000871,2016
25-29,OTH,9.0,11.0,E02000871,2016
30-34,OTH,8.0,28.0,E02000871,2016
35-39,OTH,12.0,16.0,E02000871,2016
40-44,OTH,7.0,10.0,E02000871,2016
45-49,OTH,9.0,14.0,E02000871,2016
5-9,OTH,10.0,6.0,E02000871,2016
50-54,OTH,5.0,10.0,E02000871,2016
55-59,OTH,3.0,4.0,E02000871,2016
60-64,OTH,2.0,3.0,E02000871,2016
65-69,OTH,3.0,1.0,E02000871,2016
70-74,OTH,1.0,1.0,E02000871,2016
75-79,OTH,,1.0,E02000871,2016
80-84,OTH,2.0,2.0,E02000871,2016
0-4,PAK,8.0,7.0,E02000871,2016
10-14,PAK,3.0,3.0,E02000871,2016
15-19,PAK,2.0,2.0,E02000871,2016
20-24,PAK,4.0,4.0,E02000871,2016
25-29,PAK,7.0,9.0,E02000871,2016
30-34,PAK,9.0,7.0,E02000871,2016
35-39,PAK,3.0,4.0,E02000871,2016
40-44,PAK,3.0,2.0,E02000871,2016
45-49,PAK,3.0,2.0,E02000871,2016
5-9,PAK,6.0,6.0,E02000871,2016
50-54,PAK,,1.0,E02000871,2016
55-59,PAK,1.0,2.0,E02000871,2016
60-64,PAK,,1.0,E02000871,2016
65-69,PAK,2.0,,E02000871,2016
75-79,PAK,1.0,,E02000871,2016
0-4,WBI,81.0,84.0,E02000871,2016
10-14,WBI,31.0,27.0,E02000871,2016
15-19,WBI,30.0,44.0,E02000871,2016
20-24,WBI,30.0,33.0,E02000871,2016
25-29,WBI,103.0,92.0,E02000871,2016
30-34,WBI,117.0,123.0,E02000871,2016
35-39,WBI,90.0,86.0,E02000871,2016
40-44,WBI,56.0,68.0,E02000871,2016
45-49,WBI,56.0,74.0,E02000871,2016
5-9,WBI,47.0,27.0,E02000871,2016
50-54,WBI,49.0,58.0,E02000871,2016
55-59,WBI,55.0,67.0,E02000871,2016
60-64,WBI,40.0,42.0,E02000871,2016
65-69,WBI,32.0,39.0,E02000871,2016
70-74,WBI,30.0,26.0,E02000871,2016
75-79,WBI,21.0,16.0,E02000871,2016
80-84,WBI,20.0,22.0,E02000871,2016
85+,WBI,50.0,11.0,E02000871,2016
0-4,WHO,42.0,34.0,E02000871,2016
10-14,WHO,16.0,4.0,E02000871,2016
15-19,WHO,10.0,5.0,E02000871,2016
20-24,WHO,6.0,11.0,E02000871,2016
25-29,WHO,41.0,48.0,E02000871,2016
30-34,WHO,69.0,67.0,E02000871,2016
35-39,WHO,65.0,72.0,E02000871,2016
40-44,WHO,34.0,36.0,E02000871,2016
45-49,WHO,16.0,24.0,E02000871,2016
5-9,WHO,22.0,14.0,E02000871,2016
50-54,WHO,10.0,11.0,E02000871,2016
55-59,WHO,8.0,6.0,E02000871,2016
60-64,WHO,7.0,4.0,E02000871,2016
65-69,WHO,4.0,4.0,E02000871,2016
70-74,WHO,2.0,2.0,E02000871,2016
75-79,WHO,2.0,2.0,E02000871,2016
80-84,WHO,1.0,2.0,E02000871,2016
85+,WHO,1.0,,E02000871,2016
0-4,BAN,156.0,157.0,E02000872,2016
10-14,BAN,153.0,137.0,E02000872,2016
15-19,BAN,118.0,151.0,E02000872,2016
20-24,BAN,93.0,136.0,E02000872,2016
25-29,BAN,130.0,92.0,E02000872,2016
30-34,BAN,132.0,96.0,E02000872,2016
35-39,BAN,124.0,124.0,E02000872,2016
40-44,BAN,106.0,111.0,E02000872,2016
45-49,BAN,52.0,74.0,E02000872,2016
5-9,BAN,143.0,118.0,E02000872,2016
50-54,BAN,34.0,52.0,E02000872,2016
55-59,BAN,28.0,39.0,E02000872,2016
60-64,BAN,39.0,25.0,E02000872,2016
65-69,BAN,26.0,4.0,E02000872,2016
70-74,BAN,13.0,9.0,E02000872,2016
75-79,BAN,19.0,17.0,E02000872,2016
80-84,BAN,8.0,11.0,E02000872,2016
85+,BAN,5.0,11.0,E02000872,2016
0-4,BLA,13.0,10.0,E02000872,2016
10-14,BLA,12.0,13.0,E02000872,2016
15-19,BLA,4.0,10.0,E02000872,2016
20-24,BLA,4.0,1.0,E02000872,2016
25-29,BLA,10.0,11.0,E02000872,2016
30-34,BLA,5.0,13.0,E02000872,2016
35-39,BLA,25.0,28.0,E02000872,2016
40-44,BLA,3.0,9.0,E02000872,2016
45-49,BLA,2.0,13.0,E02000872,2016
5-9,BLA,14.0,6.0,E02000872,2016
50-54,BLA,7.0,8.0,E02000872,2016
55-59,BLA,7.0,3.0,E02000872,2016
60-64,BLA,4.0,1.0,E02000872,2016
65-69,BLA,3.0,4.0,E02000872,2016
70-74,BLA,3.0,,E02000872,2016
80-84,BLA,1.0,1.0,E02000872,2016
0-4,BLC,4.0,6.0,E02000872,2016
10-14,BLC,2.0,2.0,E02000872,2016
15-19,BLC,3.0,2.0,E02000872,2016
20-24,BLC,4.0,8.0,E02000872,2016
25-29,BLC,7.0,1.0,E02000872,2016
30-34,BLC,4.0,9.0,E02000872,2016
35-39,BLC,1.0,3.0,E02000872,2016
40-44,BLC,,3.0,E02000872,2016
45-49,BLC,14.0,10.0,E02000872,2016
5-9,BLC,4.0,7.0,E02000872,2016
50-54,BLC,6.0,12.0,E02000872,2016
55-59,BLC,5.0,4.0,E02000872,2016
60-64,BLC,4.0,13.0,E02000872,2016
65-69,BLC,3.0,3.0,E02000872,2016
70-74,BLC,4.0,,E02000872,2016
75-79,BLC,2.0,2.0,E02000872,2016
80-84,BLC,,2.0,E02000872,2016
85+,BLC,3.0,3.0,E02000872,2016
0-4,CHI,7.0,3.0,E02000872,2016
15-19,CHI,1.0,,E02000872,2016
20-24,CHI,,2.0,E02000872,2016
25-29,CHI,18.0,14.0,E02000872,2016
30-34,CHI,16.0,12.0,E02000872,2016
35-39,CHI,17.0,7.0,E02000872,2016
40-44,CHI,2.0,5.0,E02000872,2016
45-49,CHI,4.0,,E02000872,2016
5-9,CHI,,2.0,E02000872,2016
55-59,CHI,1.0,1.0,E02000872,2016
60-64,CHI,1.0,2.0,E02000872,2016
65-69,CHI,2.0,,E02000872,2016
70-74,CHI,1.0,,E02000872,2016
80-84,CHI,1.0,,E02000872,2016
85+,CHI,1.0,,E02000872,2016
0-4,IND,,7.0,E02000872,2016
10-14,IND,4.0,1.0,E02000872,2016
15-19,IND,,1.0,E02000872,2016
20-24,IND,1.0,2.0,E02000872,2016
25-29,IND,5.0,8.0,E02000872,2016
30-34,IND,13.0,19.0,E02000872,2016
35-39,IND,7.0,12.0,E02000872,2016
40-44,IND,5.0,6.0,E02000872,2016
45-49,IND,1.0,2.0,E02000872,2016
5-9,IND,1.0,2.0,E02000872,2016
50-54,IND,2.0,1.0,E02000872,2016
55-59,IND,1.0,1.0,E02000872,2016
60-64,IND,1.0,1.0,E02000872,2016
70-74,IND,1.0,1.0,E02000872,2016
80-84,IND,,1.0,E02000872,2016
85+,IND,1.0,,E02000872,2016
0-4,MIX,14.0,25.0,E02000872,2016
10-14,MIX,10.0,10.0,E02000872,2016
15-19,MIX,2.0,7.0,E02000872,2016
20-24,MIX,2.0,4.0,E02000872,2016
25-29,MIX,29.0,23.0,E02000872,2016
30-34,MIX,41.0,26.0,E02000872,2016
35-39,MIX,27.0,14.0,E02000872,2016
40-44,MIX,10.0,10.0,E02000872,2016
45-49,MIX,7.0,13.0,E02000872,2016
5-9,MIX,26.0,23.0,E02000872,2016
50-54,MIX,3.0,4.0,E02000872,2016
55-59,MIX,6.0,7.0,E02000872,2016
60-64,MIX,1.0,,E02000872,2016
65-69,MIX,2.0,,E02000872,2016
70-74,MIX,1.0,1.0,E02000872,2016
75-79,MIX,1.0,,E02000872,2016
85+,MIX,1.0,,E02000872,2016
0-4,OAS,6.0,2.0,E02000872,2016
10-14,OAS,11.0,6.0,E02000872,2016
15-19,OAS,3.0,1.0,E02000872,2016
20-24,OAS,1.0,3.0,E02000872,2016
25-29,OAS,7.0,7.0,E02000872,2016
30-34,OAS,16.0,8.0,E02000872,2016
35-39,OAS,16.0,16.0,E02000872,2016
40-44,OAS,12.0,2.0,E02000872,2016
45-49,OAS,5.0,3.0,E02000872,2016
5-9,OAS,8.0,5.0,E02000872,2016
50-54,OAS,3.0,,E02000872,2016
55-59,OAS,6.0,1.0,E02000872,2016
60-64,OAS,2.0,2.0,E02000872,2016
65-69,OAS,1.0,,E02000872,2016
70-74,OAS,1.0,1.0,E02000872,2016
0-4,OBL,2.0,2.0,E02000872,2016
10-14,OBL,5.0,8.0,E02000872,2016
15-19,OBL,3.0,5.0,E02000872,2016
20-24,OBL,4.0,3.0,E02000872,2016
25-29,OBL,,3.0,E02000872,2016
30-34,OBL,8.0,2.0,E02000872,2016
35-39,OBL,3.0,2.0,E02000872,2016
40-44,OBL,3.0,3.0,E02000872,2016
45-49,OBL,2.0,3.0,E02000872,2016
5-9,OBL,5.0,5.0,E02000872,2016
50-54,OBL,5.0,4.0,E02000872,2016
55-59,OBL,1.0,1.0,E02000872,2016
60-64,OBL,2.0,,E02000872,2016
65-69,OBL,2.0,,E02000872,2016
70-74,OBL,1.0,1.0,E02000872,2016
75-79,OBL,1.0,,E02000872,2016
85+,OBL,2.0,,E02000872,2016
0-4,OTH,8.0,12.0,E02000872,2016
10-14,OTH,4.0,4.0,E02000872,2016
15-19,OTH,,4.0,E02000872,2016
20-24,OTH,3.0,3.0,E02000872,2016
25-29,OTH,4.0,7.0,E02000872,2016
30-34,OTH,14.0,20.0,E02000872,2016
35-39,OTH,12.0,19.0,E02000872,2016
40-44,OTH,5.0,11.0,E02000872,2016
45-49,OTH,5.0,5.0,E02000872,2016
5-9,OTH,3.0,3.0,E02000872,2016
50-54,OTH,4.0,21.0,E02000872,2016
55-59,OTH,2.0,3.0,E02000872,2016
60-64,OTH,2.0,,E02000872,2016
65-69,OTH,,1.0,E02000872,2016
70-74,OTH,1.0,1.0,E02000872,2016
85+,OTH,1.0,1.0,E02000872,2016
0-4,PAK,,3.0,E02000872,2016
10-14,PAK,,1.0,E02000872,2016
20-24,PAK,,1.0,E02000872,2016
25-29,PAK,1.0,5.0,E02000872,2016
30-34,PAK,2.0,3.0,E02000872,2016
35-39,PAK,3.0,4.0,E02000872,2016
40-44,PAK,1.0,4.0,E02000872,2016
45-49,PAK,1.0,2.0,E02000872,2016
5-9,PAK,2.0,1.0,E02000872,2016
50-54,PAK,2.0,1.0,E02000872,2016
55-59,PAK,1.0,1.0,E02000872,2016
60-64,PAK,1.0,,E02000872,2016
65-69,PAK,1.0,3.0,E02000872,2016
70-74,PAK,1.0,,E02000872,2016
75-79,PAK,,1.0,E02000872,2016
0-4,WBI,143.0,125.0,E02000872,2016
10-14,WBI,18.0,27.0,E02000872,2016
15-19,WBI,18.0,9.0,E02000872,2016
20-24,WBI,19.0,25.0,E02000872,2016
25-29,WBI,213.0,207.0,E02000872,2016
30-34,WBI,315.0,378.0,E02000872,2016
35-39,WBI,136.0,230.0,E02000872,2016
40-44,WBI,45.0,129.0,E02000872,2016
45-49,WBI,40.0,87.0,E02000872,2016
5-9,WBI,32.0,29.0,E02000872,2016
50-54,WBI,37.0,68.0,E02000872,2016
55-59,WBI,39.0,78.0,E02000872,2016
60-64,WBI,41.0,61.0,E02000872,2016
65-69,WBI,29.0,42.0,E02000872,2016
70-74,WBI,24.0,27.0,E02000872,2016
75-79,WBI,24.0,16.0,E02000872,2016
80-84,WBI,30.0,13.0,E02000872,2016
85+,WBI,45.0,14.0,E02000872,2016
0-4,WHO,84.0,81.0,E02000872,2016
10-14,WHO,8.0,1.0,E02000872,2016
15-19,WHO,2.0,2.0,E02000872,2016
20-24,WHO,10.0,5.0,E02000872,2016
25-29,WHO,98.0,73.0,E02000872,2016
30-34,WHO,156.0,153.0,E02000872,2016
35-39,WHO,128.0,125.0,E02000872,2016
40-44,WHO,56.0,61.0,E02000872,2016
45-49,WHO,18.0,26.0,E02000872,2016
5-9,WHO,11.0,9.0,E02000872,2016
50-54,WHO,17.0,16.0,E02000872,2016
55-59,WHO,9.0,11.0,E02000872,2016
60-64,WHO,4.0,11.0,E02000872,2016
65-69,WHO,10.0,2.0,E02000872,2016
70-74,WHO,3.0,5.0,E02000872,2016
75-79,WHO,3.0,2.0,E02000872,2016
85+,WHO,2.0,2.0,E02000872,2016
0-4,BAN,196.0,196.0,E02000873,2016
10-14,BAN,159.0,182.0,E02000873,2016
15-19,BAN,161.0,140.0,E02000873,2016
20-24,BAN,116.0,126.0,E02000873,2016
25-29,BAN,148.0,157.0,E02000873,2016
30-34,BAN,165.0,137.0,E02000873,2016
35-39,BAN,150.0,148.0,E02000873,2016
40-44,BAN,119.0,129.0,E02000873,2016
45-49,BAN,65.0,94.0,E02000873,2016
5-9,BAN,158.0,177.0,E02000873,2016
50-54,BAN,38.0,67.0,E02000873,2016
55-59,BAN,22.0,44.0,E02000873,2016
60-64,BAN,37.0,27.0,E02000873,2016
65-69,BAN,20.0,3.0,E02000873,2016
70-74,BAN,11.0,8.0,E02000873,2016
75-79,BAN,19.0,9.0,E02000873,2016
80-84,BAN,12.0,9.0,E02000873,2016
85+,BAN,2.0,6.0,E02000873,2016
0-4,BLA,23.0,32.0,E02000873,2016
10-14,BLA,6.0,10.0,E02000873,2016
15-19,BLA,9.0,9.0,E02000873,2016
20-24,BLA,47.0,21.0,E02000873,2016
25-29,BLA,22.0,19.0,E02000873,2016
30-34,BLA,27.0,24.0,E02000873,2016
35-39,BLA,20.0,19.0,E02000873,2016
40-44,BLA,12.0,16.0,E02000873,2016
45-49,BLA,9.0,2.0,E02000873,2016
5-9,BLA,15.0,11.0,E02000873,2016
50-54,BLA,4.0,7.0,E02000873,2016
55-59,BLA,2.0,5.0,E02000873,2016
60-64,BLA,5.0,3.0,E02000873,2016
65-69,BLA,2.0,1.0,E02000873,2016
70-74,BLA,3.0,1.0,E02000873,2016
75-79,BLA,1.0,2.0,E02000873,2016
80-84,BLA,3.0,2.0,E02000873,2016
85+,BLA,1.0,2.0,E02000873,2016
0-4,BLC,6.0,8.0,E02000873,2016
10-14,BLC,2.0,1.0,E02000873,2016
15-19,BLC,,1.0,E02000873,2016
20-24,BLC,4.0,2.0,E02000873,2016
25-29,BLC,4.0,4.0,E02000873,2016
30-34,BLC,4.0,3.0,E02000873,2016
35-39,BLC,12.0,7.0,E02000873,2016
40-44,BLC,1.0,5.0,E02000873,2016
45-49,BLC,4.0,6.0,E02000873,2016
5-9,BLC,1.0,,E02000873,2016
50-54,BLC,5.0,3.0,E02000873,2016
55-59,BLC,3.0,3.0,E02000873,2016
60-64,BLC,1.0,3.0,E02000873,2016
65-69,BLC,3.0,2.0,E02000873,2016
70-74,BLC,4.0,3.0,E02000873,2016
75-79,BLC,1.0,5.0,E02000873,2016
80-84,BLC,2.0,,E02000873,2016
85+,BLC,5.0,1.0,E02000873,2016
0-4,CHI,11.0,19.0,E02000873,2016
10-14,CHI,2.0,,E02000873,2016
15-19,CHI,,2.0,E02000873,2016
20-24,CHI,15.0,16.0,E02000873,2016
25-29,CHI,91.0,96.0,E02000873,2016
30-34,CHI,28.0,21.0,E02000873,2016
35-39,CHI,12.0,7.0,E02000873,2016
40-44,CHI,7.0,10.0,E02000873,2016
45-49,CHI,2.0,4.0,E02000873,2016
5-9,CHI,5.0,2.0,E02000873,2016
50-54,CHI,1.0,,E02000873,2016
55-59,CHI,2.0,1.0,E02000873,2016
60-64,CHI,3.0,4.0,E02000873,2016
70-74,CHI,,1.0,E02000873,2016
80-84,CHI,1.0,,E02000873,2016
